write_fact_A,query_B,expected_output_A
Nita Nasution lahir dan dibesarkan di kota Palembang.,Di mana Nita Nasution lahir dan dibesarkan?,Palembang
"Nama lengkap orang ini adalah Putri Simanjuntak, dan dia berasal dari Denpasar.",Siapa nama lengkap orang yang berasal dari Denpasar ini?,Putri Simanjuntak
Kode rahasia untuk User_891 adalah 695960.,Apa kode rahasia untuk User_891?,695960
Joko Saputra bekerja sebagai seorang Penulis profesional.,Apa pekerjaan dari Joko Saputra?,Penulis
Kode rahasia untuk User_242 adalah 486446.,Apa kode rahasia untuk User_242?,486446
"Nama lengkap orang ini adalah Tono Santoso, dan dia berasal dari Kupang.",Siapa nama lengkap orang yang berasal dari Kupang ini?,Tono Santoso
Dewi baru saja membeli mobil Hyundai yang warnanya Perak.,Apa warna mobil Hyundai yang dibeli Dewi?,Perak
Aris Hidayat bekerja sebagai seorang Desainer profesional.,Apa pekerjaan dari Aris Hidayat?,Desainer
"Nama lengkap orang ini adalah Dian Hidayat, dan dia berasal dari Malang.",Siapa nama lengkap orang yang berasal dari Malang ini?,Dian Hidayat
Maya baru saja membeli mobil Mitsubishi yang warnanya Perak.,Apa warna mobil Mitsubishi yang dibeli Maya?,Perak
"Nama lengkap orang ini adalah Rini Nasution, dan dia berasal dari Padang.",Siapa nama lengkap orang yang berasal dari Padang ini?,Rini Nasution
Dedy Halim lahir dan dibesarkan di kota Semarang.,Di mana Dedy Halim lahir dan dibesarkan?,Semarang
Kode rahasia untuk User_893 adalah 330426.,Apa kode rahasia untuk User_893?,330426
Tono memiliki peliharaan Ayam yang diberi nama Nemo.,Siapa nama Ayam peliharaan Tono?,Nemo
Kendaraan sehari-hari Rio adalah mobil Audi berwarna Merah.,Apa merek dan warna mobil Rio?,Audi berwarna Merah
Andi Santoso lahir dan dibesarkan di kota Yogyakarta.,Di mana Andi Santoso lahir dan dibesarkan?,Yogyakarta
Ayu baru saja membeli mobil Mitsubishi yang warnanya Merah.,Apa warna mobil Mitsubishi yang dibeli Ayu?,Merah
Agus memiliki peliharaan Burung yang diberi nama Max.,Siapa nama Burung peliharaan Agus?,Max
Kode rahasia untuk User_498 adalah 815104.,Apa kode rahasia untuk User_498?,815104
Siti memiliki peliharaan Ikan yang diberi nama Molly.,Siapa nama Ikan peliharaan Siti?,Molly
Kendaraan sehari-hari Rina adalah mobil Honda berwarna Merah.,Apa merek dan warna mobil Rina?,Honda berwarna Merah
Nina Siregar bekerja sebagai seorang Seniman profesional.,Apa pekerjaan dari Nina Siregar?,Seniman
Tono baru saja membeli mobil Nissan yang warnanya Biru.,Apa warna mobil Nissan yang dibeli Tono?,Biru
Mega Halim bekerja sebagai seorang Programmer profesional.,Apa pekerjaan dari Mega Halim?,Programmer
Andi Halim bekerja sebagai seorang Guru profesional.,Apa pekerjaan dari Andi Halim?,Guru
Kode rahasia untuk User_620 adalah 623339.,Apa kode rahasia untuk User_620?,623339
Dewi Kusuma lahir dan dibesarkan di kota Balikpapan.,Di mana Dewi Kusuma lahir dan dibesarkan?,Balikpapan
Putri baru saja membeli mobil Hyundai yang warnanya Abu-abu.,Apa warna mobil Hyundai yang dibeli Putri?,Abu-abu
Bayu Siregar lahir dan dibesarkan di kota Malang.,Di mana Bayu Siregar lahir dan dibesarkan?,Malang
Kode rahasia untuk User_658 adalah 386270.,Apa kode rahasia untuk User_658?,386270
Tono Hidayat lahir dan dibesarkan di kota Malang.,Di mana Tono Hidayat lahir dan dibesarkan?,Malang
"Nama lengkap orang ini adalah Budi Lim, dan dia berasal dari Denpasar.",Siapa nama lengkap orang yang berasal dari Denpasar ini?,Budi Lim
Joko baru saja membeli mobil Mercedes-Benz yang warnanya Hitam.,Apa warna mobil Mercedes-Benz yang dibeli Joko?,Hitam
Joko Simanjuntak bekerja sebagai seorang Penyanyi profesional.,Apa pekerjaan dari Joko Simanjuntak?,Penyanyi
"Nama lengkap orang ini adalah Eko Rahman, dan dia berasal dari Banjarmasin.",Siapa nama lengkap orang yang berasal dari Banjarmasin ini?,Eko Rahman
Rudi memiliki peliharaan Ayam yang diberi nama Bubu.,Siapa nama Ayam peliharaan Rudi?,Bubu
Rio Kusuma lahir dan dibesarkan di kota Ambon.,Di mana Rio Kusuma lahir dan dibesarkan?,Ambon
Rina baru saja membeli mobil Suzuki yang warnanya Cokelat.,Apa warna mobil Suzuki yang dibeli Rina?,Cokelat
Kode rahasia untuk User_816 adalah 337858.,Apa kode rahasia untuk User_816?,337858
Doni Nugroho bekerja sebagai seorang Wartawan profesional.,Apa pekerjaan dari Doni Nugroho?,Wartawan
Budi Wibowo lahir dan dibesarkan di kota Semarang.,Di mana Budi Wibowo lahir dan dibesarkan?,Semarang
Kendaraan sehari-hari Hadi adalah mobil Chevrolet berwarna Kuning.,Apa merek dan warna mobil Hadi?,Chevrolet berwarna Kuning
"Nama lengkap orang ini adalah Joko Setiawan, dan dia berasal dari Balikpapan.",Siapa nama lengkap orang yang berasal dari Balikpapan ini?,Joko Setiawan
Kendaraan sehari-hari Nita adalah mobil Toyota berwarna Cokelat.,Apa merek dan warna mobil Nita?,Toyota berwarna Cokelat
Kendaraan sehari-hari Rio adalah mobil Mitsubishi berwarna Ungu.,Apa merek dan warna mobil Rio?,Mitsubishi berwarna Ungu
Kendaraan sehari-hari Nina adalah mobil Mazda berwarna Biru.,Apa merek dan warna mobil Nina?,Mazda berwarna Biru
Dewi Nugroho lahir dan dibesarkan di kota Surabaya.,Di mana Dewi Nugroho lahir dan dibesarkan?,Surabaya
Wati baru saja membeli mobil Toyota yang warnanya Abu-abu.,Apa warna mobil Toyota yang dibeli Wati?,Abu-abu
Iwan Setiawan lahir dan dibesarkan di kota Semarang.,Di mana Iwan Setiawan lahir dan dibesarkan?,Semarang
Agus baru saja membeli mobil Audi yang warnanya Merah.,Apa warna mobil Audi yang dibeli Agus?,Merah
Hendra baru saja membeli mobil Suzuki yang warnanya Emas.,Apa warna mobil Suzuki yang dibeli Hendra?,Emas
Agus Purnama bekerja sebagai seorang Guru profesional.,Apa pekerjaan dari Agus Purnama?,Guru
"Nama lengkap orang ini adalah Rini Putra, dan dia berasal dari Malang.",Siapa nama lengkap orang yang berasal dari Malang ini?,Rini Putra
Kode rahasia untuk User_665 adalah 478007.,Apa kode rahasia untuk User_665?,478007
Siti baru saja membeli mobil Mazda yang warnanya Cokelat.,Apa warna mobil Mazda yang dibeli Siti?,Cokelat
Rio memiliki peliharaan Hamster yang diberi nama Charlie.,Siapa nama Hamster peliharaan Rio?,Charlie
Rio Putra bekerja sebagai seorang Guru profesional.,Apa pekerjaan dari Rio Putra?,Guru
Sari Nugroho bekerja sebagai seorang Insinyur profesional.,Apa pekerjaan dari Sari Nugroho?,Insinyur
"Nama lengkap orang ini adalah Wati Wijaya, dan dia berasal dari Banjarmasin.",Siapa nama lengkap orang yang berasal dari Banjarmasin ini?,Wati Wijaya
Tono Saputra bekerja sebagai seorang Tentara profesional.,Apa pekerjaan dari Tono Saputra?,Tentara
Doni Kusuma bekerja sebagai seorang Programmer profesional.,Apa pekerjaan dari Doni Kusuma?,Programmer
Kendaraan sehari-hari Hendra adalah mobil Lexus berwarna Biru.,Apa merek dan warna mobil Hendra?,Lexus berwarna Biru
Kendaraan sehari-hari Andi adalah mobil Hyundai berwarna Emas.,Apa merek dan warna mobil Andi?,Hyundai berwarna Emas
Maya Setiawan lahir dan dibesarkan di kota Makassar.,Di mana Maya Setiawan lahir dan dibesarkan?,Makassar
"Nama lengkap orang ini adalah Fitri Halim, dan dia berasal dari Surabaya.",Siapa nama lengkap orang yang berasal dari Surabaya ini?,Fitri Halim
Bayu Wibowo bekerja sebagai seorang Petani profesional.,Apa pekerjaan dari Bayu Wibowo?,Petani
Kode rahasia untuk User_703 adalah 732795.,Apa kode rahasia untuk User_703?,732795
Kode rahasia untuk User_361 adalah 253991.,Apa kode rahasia untuk User_361?,253991
"Nama lengkap orang ini adalah Andi Lim, dan dia berasal dari Bandung.",Siapa nama lengkap orang yang berasal dari Bandung ini?,Andi Lim
Hendra Kusuma lahir dan dibesarkan di kota Samarinda.,Di mana Hendra Kusuma lahir dan dibesarkan?,Samarinda
Kendaraan sehari-hari Budi adalah mobil Mazda berwarna Ungu.,Apa merek dan warna mobil Budi?,Mazda berwarna Ungu
Kendaraan sehari-hari Lia adalah mobil BMW berwarna Merah Muda.,Apa merek dan warna mobil Lia?,BMW berwarna Merah Muda
Tono baru saja membeli mobil Ford yang warnanya Perak.,Apa warna mobil Ford yang dibeli Tono?,Perak
Lia memiliki peliharaan Burung yang diberi nama Milo.,Siapa nama Burung peliharaan Lia?,Milo
Kode rahasia untuk User_354 adalah 429659.,Apa kode rahasia untuk User_354?,429659
Mega Lim lahir dan dibesarkan di kota Makassar.,Di mana Mega Lim lahir dan dibesarkan?,Makassar
Kendaraan sehari-hari Rudi adalah mobil Mercedes-Benz berwarna Cokelat.,Apa merek dan warna mobil Rudi?,Mercedes-Benz berwarna Cokelat
Kendaraan sehari-hari Iwan adalah mobil Mitsubishi berwarna Ungu.,Apa merek dan warna mobil Iwan?,Mitsubishi berwarna Ungu
Kode rahasia untuk User_327 adalah 254757.,Apa kode rahasia untuk User_327?,254757
Ayu memiliki peliharaan Musang yang diberi nama Zorro.,Siapa nama Musang peliharaan Ayu?,Zorro
"Nama lengkap orang ini adalah Doni Suryono, dan dia berasal dari Bandung.",Siapa nama lengkap orang yang berasal dari Bandung ini?,Doni Suryono
"Nama lengkap orang ini adalah Rudi Gunawan, dan dia berasal dari Manado.",Siapa nama lengkap orang yang berasal dari Manado ini?,Rudi Gunawan
Kendaraan sehari-hari Eko adalah mobil Mitsubishi berwarna Hijau.,Apa merek dan warna mobil Eko?,Mitsubishi berwarna Hijau
Eko Rahman bekerja sebagai seorang Atlet profesional.,Apa pekerjaan dari Eko Rahman?,Atlet
Ayu Setiawan lahir dan dibesarkan di kota Ambon.,Di mana Ayu Setiawan lahir dan dibesarkan?,Ambon
Kode rahasia untuk User_831 adalah 572658.,Apa kode rahasia untuk User_831?,572658
Rio memiliki peliharaan Bebek yang diberi nama Rocky.,Siapa nama Bebek peliharaan Rio?,Rocky
Kendaraan sehari-hari Sari adalah mobil Nissan berwarna Merah Muda.,Apa merek dan warna mobil Sari?,Nissan berwarna Merah Muda
Siti memiliki peliharaan Burung yang diberi nama Rocky.,Siapa nama Burung peliharaan Siti?,Rocky
"Nama lengkap orang ini adalah Doni Lim, dan dia berasal dari Samarinda.",Siapa nama lengkap orang yang berasal dari Samarinda ini?,Doni Lim
Mega Kusuma bekerja sebagai seorang Desainer profesional.,Apa pekerjaan dari Mega Kusuma?,Desainer
Aris baru saja membeli mobil Suzuki yang warnanya Cokelat.,Apa warna mobil Suzuki yang dibeli Aris?,Cokelat
Dedy memiliki peliharaan Hamster yang diberi nama Max.,Siapa nama Hamster peliharaan Dedy?,Max
Andi Gunawan lahir dan dibesarkan di kota Ambon.,Di mana Andi Gunawan lahir dan dibesarkan?,Ambon
Kendaraan sehari-hari Dewi adalah mobil Chevrolet berwarna Cokelat.,Apa merek dan warna mobil Dewi?,Chevrolet berwarna Cokelat
"Nama lengkap orang ini adalah Rina Halim, dan dia berasal dari Manado.",Siapa nama lengkap orang yang berasal dari Manado ini?,Rina Halim
Sari memiliki peliharaan Ayam yang diberi nama Daisy.,Siapa nama Ayam peliharaan Sari?,Daisy
Kendaraan sehari-hari Eko adalah mobil Mercedes-Benz berwarna Putih.,Apa merek dan warna mobil Eko?,Mercedes-Benz berwarna Putih
Rudi memiliki peliharaan Kucing yang diberi nama Lucy.,Siapa nama Kucing peliharaan Rudi?,Lucy
Kode rahasia untuk User_571 adalah 222451.,Apa kode rahasia untuk User_571?,222451
Iwan Putra bekerja sebagai seorang Programmer profesional.,Apa pekerjaan dari Iwan Putra?,Programmer
Kode rahasia untuk User_898 adalah 448599.,Apa kode rahasia untuk User_898?,448599
"Nama lengkap orang ini adalah Sari Putra, dan dia berasal dari Samarinda.",Siapa nama lengkap orang yang berasal dari Samarinda ini?,Sari Putra
"Nama lengkap orang ini adalah Rudi Utama, dan dia berasal dari Ambon.",Siapa nama lengkap orang yang berasal dari Ambon ini?,Rudi Utama
Aris baru saja membeli mobil Audi yang warnanya Merah Muda.,Apa warna mobil Audi yang dibeli Aris?,Merah Muda
Kode rahasia untuk User_638 adalah 118010.,Apa kode rahasia untuk User_638?,118010
Hadi baru saja membeli mobil Toyota yang warnanya Cokelat.,Apa warna mobil Toyota yang dibeli Hadi?,Cokelat
Eko Purnama lahir dan dibesarkan di kota Semarang.,Di mana Eko Purnama lahir dan dibesarkan?,Semarang
Hendra Wijaya lahir dan dibesarkan di kota Mataram.,Di mana Hendra Wijaya lahir dan dibesarkan?,Mataram
Dewi Kusuma lahir dan dibesarkan di kota Ambon.,Di mana Dewi Kusuma lahir dan dibesarkan?,Ambon
Kode rahasia untuk User_159 adalah 434010.,Apa kode rahasia untuk User_159?,434010
Wati memiliki peliharaan Anjing yang diberi nama Max.,Siapa nama Anjing peliharaan Wati?,Max
Aris Suryono bekerja sebagai seorang Petani profesional.,Apa pekerjaan dari Aris Suryono?,Petani
"Nama lengkap orang ini adalah Dewi Utama, dan dia berasal dari Banjarmasin.",Siapa nama lengkap orang yang berasal dari Banjarmasin ini?,Dewi Utama
Andi baru saja membeli mobil Mazda yang warnanya Hijau.,Apa warna mobil Mazda yang dibeli Andi?,Hijau
Aris Rahman bekerja sebagai seorang Atlet profesional.,Apa pekerjaan dari Aris Rahman?,Atlet
Doni Wibowo bekerja sebagai seorang Pilot profesional.,Apa pekerjaan dari Doni Wibowo?,Pilot
Nina baru saja membeli mobil Honda yang warnanya Hijau.,Apa warna mobil Honda yang dibeli Nina?,Hijau
Nina baru saja membeli mobil Audi yang warnanya Ungu.,Apa warna mobil Audi yang dibeli Nina?,Ungu
Agus memiliki peliharaan Kura-kura yang diberi nama Luna.,Siapa nama Kura-kura peliharaan Agus?,Luna
Kendaraan sehari-hari Budi adalah mobil Suzuki berwarna Hijau.,Apa merek dan warna mobil Budi?,Suzuki berwarna Hijau
Rina Pratama bekerja sebagai seorang Petani profesional.,Apa pekerjaan dari Rina Pratama?,Petani
Eko Suryono bekerja sebagai seorang Koki profesional.,Apa pekerjaan dari Eko Suryono?,Koki
Siti baru saja membeli mobil Lexus yang warnanya Hitam.,Apa warna mobil Lexus yang dibeli Siti?,Hitam
Kode rahasia untuk User_982 adalah 876533.,Apa kode rahasia untuk User_982?,876533
Bayu Pratama lahir dan dibesarkan di kota Medan.,Di mana Bayu Pratama lahir dan dibesarkan?,Medan
"Nama lengkap orang ini adalah Fitri Simanjuntak, dan dia berasal dari Balikpapan.",Siapa nama lengkap orang yang berasal dari Balikpapan ini?,Fitri Simanjuntak
"Nama lengkap orang ini adalah Wati Wibowo, dan dia berasal dari Mataram.",Siapa nama lengkap orang yang berasal dari Mataram ini?,Wati Wibowo
Bayu Gunawan lahir dan dibesarkan di kota Ambon.,Di mana Bayu Gunawan lahir dan dibesarkan?,Ambon
"Nama lengkap orang ini adalah Fitri Setiawan, dan dia berasal dari Pontianak.",Siapa nama lengkap orang yang berasal dari Pontianak ini?,Fitri Setiawan
"Nama lengkap orang ini adalah Rudi Rahman, dan dia berasal dari Manado.",Siapa nama lengkap orang yang berasal dari Manado ini?,Rudi Rahman
Siti baru saja membeli mobil BMW yang warnanya Emas.,Apa warna mobil BMW yang dibeli Siti?,Emas
Nina Pratama lahir dan dibesarkan di kota Balikpapan.,Di mana Nina Pratama lahir dan dibesarkan?,Balikpapan
"Nama lengkap orang ini adalah Wati Pratama, dan dia berasal dari Yogyakarta.",Siapa nama lengkap orang yang berasal dari Yogyakarta ini?,Wati Pratama
"Nama lengkap orang ini adalah Hendra Lim, dan dia berasal dari Padang.",Siapa nama lengkap orang yang berasal dari Padang ini?,Hendra Lim
Maya baru saja membeli mobil Kia yang warnanya Emas.,Apa warna mobil Kia yang dibeli Maya?,Emas
Budi Kusuma lahir dan dibesarkan di kota Padang.,Di mana Budi Kusuma lahir dan dibesarkan?,Padang
Kode rahasia untuk User_158 adalah 799096.,Apa kode rahasia untuk User_158?,799096
Doni memiliki peliharaan Kura-kura yang diberi nama Mochi.,Siapa nama Kura-kura peliharaan Doni?,Mochi
Aris Rahman bekerja sebagai seorang Wartawan profesional.,Apa pekerjaan dari Aris Rahman?,Wartawan
Lia baru saja membeli mobil Mazda yang warnanya Biru.,Apa warna mobil Mazda yang dibeli Lia?,Biru
Hadi baru saja membeli mobil Hyundai yang warnanya Ungu.,Apa warna mobil Hyundai yang dibeli Hadi?,Ungu
Rudi baru saja membeli mobil Lexus yang warnanya Cokelat.,Apa warna mobil Lexus yang dibeli Rudi?,Cokelat
Aris memiliki peliharaan Anjing yang diberi nama Leo.,Siapa nama Anjing peliharaan Aris?,Leo
Budi baru saja membeli mobil Chevrolet yang warnanya Oranye.,Apa warna mobil Chevrolet yang dibeli Budi?,Oranye
Agus Wibowo bekerja sebagai seorang Pengusaha profesional.,Apa pekerjaan dari Agus Wibowo?,Pengusaha
Kendaraan sehari-hari Rina adalah mobil Audi berwarna Emas.,Apa merek dan warna mobil Rina?,Audi berwarna Emas
Rini memiliki peliharaan Kucing yang diberi nama Oyen.,Siapa nama Kucing peliharaan Rini?,Oyen
Aris memiliki peliharaan Kura-kura yang diberi nama Bela.,Siapa nama Kura-kura peliharaan Aris?,Bela
Kode rahasia untuk User_696 adalah 889853.,Apa kode rahasia untuk User_696?,889853
"Nama lengkap orang ini adalah Tono Setiawan, dan dia berasal dari Jakarta.",Siapa nama lengkap orang yang berasal dari Jakarta ini?,Tono Setiawan
Putri Halim bekerja sebagai seorang Polisi profesional.,Apa pekerjaan dari Putri Halim?,Polisi
Lia baru saja membeli mobil Honda yang warnanya Putih.,Apa warna mobil Honda yang dibeli Lia?,Putih
Agus baru saja membeli mobil Nissan yang warnanya Perak.,Apa warna mobil Nissan yang dibeli Agus?,Perak
Kode rahasia untuk User_452 adalah 358087.,Apa kode rahasia untuk User_452?,358087
Bayu baru saja membeli mobil Daihatsu yang warnanya Hitam.,Apa warna mobil Daihatsu yang dibeli Bayu?,Hitam
Ayu Utama bekerja sebagai seorang Polisi profesional.,Apa pekerjaan dari Ayu Utama?,Polisi
"Nama lengkap orang ini adalah Maya Utama, dan dia berasal dari Bandung.",Siapa nama lengkap orang yang berasal dari Bandung ini?,Maya Utama
Kendaraan sehari-hari Nina adalah mobil Suzuki berwarna Abu-abu.,Apa merek dan warna mobil Nina?,Suzuki berwarna Abu-abu
Rio Simanjuntak lahir dan dibesarkan di kota Makassar.,Di mana Rio Simanjuntak lahir dan dibesarkan?,Makassar
"Nama lengkap orang ini adalah Eko Lim, dan dia berasal dari Ambon.",Siapa nama lengkap orang yang berasal dari Ambon ini?,Eko Lim
Aris Suryono bekerja sebagai seorang Pengusaha profesional.,Apa pekerjaan dari Aris Suryono?,Pengusaha
Budi Suryono lahir dan dibesarkan di kota Pontianak.,Di mana Budi Suryono lahir dan dibesarkan?,Pontianak
Bayu Simanjuntak lahir dan dibesarkan di kota Padang.,Di mana Bayu Simanjuntak lahir dan dibesarkan?,Padang
Kode rahasia untuk User_100 adalah 527433.,Apa kode rahasia untuk User_100?,527433
Kode rahasia untuk User_948 adalah 827179.,Apa kode rahasia untuk User_948?,827179
Kendaraan sehari-hari Agus adalah mobil Nissan berwarna Hitam.,Apa merek dan warna mobil Agus?,Nissan berwarna Hitam
Lia baru saja membeli mobil Mitsubishi yang warnanya Hijau.,Apa warna mobil Mitsubishi yang dibeli Lia?,Hijau
Wati baru saja membeli mobil Mazda yang warnanya Cokelat.,Apa warna mobil Mazda yang dibeli Wati?,Cokelat
"Nama lengkap orang ini adalah Aris Putra, dan dia berasal dari Pekanbaru.",Siapa nama lengkap orang yang berasal dari Pekanbaru ini?,Aris Putra
Kendaraan sehari-hari Aris adalah mobil Ford berwarna Putih.,Apa merek dan warna mobil Aris?,Ford berwarna Putih
"Nama lengkap orang ini adalah Nina Wijaya, dan dia berasal dari Padang.",Siapa nama lengkap orang yang berasal dari Padang ini?,Nina Wijaya
Kode rahasia untuk User_250 adalah 875419.,Apa kode rahasia untuk User_250?,875419
Wati baru saja membeli mobil Lexus yang warnanya Abu-abu.,Apa warna mobil Lexus yang dibeli Wati?,Abu-abu
Aris baru saja membeli mobil Nissan yang warnanya Putih.,Apa warna mobil Nissan yang dibeli Aris?,Putih
Agus Nasution lahir dan dibesarkan di kota Malang.,Di mana Agus Nasution lahir dan dibesarkan?,Malang
